"";"COMPAÑIA";"FECHA";"MES";"AÑO";"PRECIO_CIERRE";"DESEMPLEO";"INFLACION";"CONFIANZA_USA";"CONFIANZA_OCDE";"TIEMPO_ELECCIONES_1";"TIEMPO_ELECCIONES_2"
"684";"CARE";"2019-08-23";"Agosto";2019;19,2;3,7;2,4;100,8;100,2;"NO";0
"685";"CARE";"2019-08-26";"Agosto";2019;19,1;3,7;2,4;100,8;100,2;"NO";0
"686";"CARE";"2019-08-27";"Agosto";2019;18,6;3,7;2,4;100,8;100,2;"NO";0
"687";"CARE";"2019-08-28";"Agosto";2019;18,6;3,7;2,4;100,8;100,2;"NO";0
"688";"CARE";"2019-08-29";"Agosto";2019;19;3,7;2,4;100,8;100,2;"NO";0
"689";"CARE";"2019-08-30";"Agosto";2019;18,9;3,7;2,4;100,8;100,2;"NO";0
"690";"CARE";"2019-09-03";"Septiembre";2019;18,7;3,5;2,4;100,6;100,1;"NO";0
"691";"CARE";"2019-09-04";"Septiembre";2019;18,9;3,5;2,4;100,6;100,1;"NO";0
"692";"CARE";"2019-09-05";"Septiembre";2019;19;3,5;2,4;100,6;100,1;"NO";0
"693";"CARE";"2019-09-06";"Septiembre";2019;18,7;3,5;2,4;100,6;100,1;"NO";0
"694";"CARE";"2019-09-09";"Septiembre";2019;18,9;3,5;2,4;100,6;100,1;"NO";0
"695";"CARE";"2019-09-10";"Septiembre";2019;19,4;3,5;2,4;100,6;100,1;"NO";0
"696";"CARE";"2019-09-11";"Septiembre";2019;19,8;3,5;2,4;100,6;100,1;"NO";0
"697";"CARE";"2019-09-12";"Septiembre";2019;19,5;3,5;2,4;100,6;100,1;"NO";0
"698";"CARE";"2019-09-13";"Septiembre";2019;19,4;3,5;2,4;100,6;100,1;"NO";0
"699";"CARE";"2019-09-16";"Septiembre";2019;19,6;3,5;2,4;100,6;100,1;"NO";0
"700";"CARE";"2019-09-17";"Septiembre";2019;19,5;3,5;2,4;100,6;100,1;"NO";0
"701";"CARE";"2019-09-18";"Septiembre";2019;19,4;3,5;2,4;100,6;100,1;"NO";0
"702";"CARE";"2019-09-19";"Septiembre";2019;19,4;3,5;2,4;100,6;100,1;"NO";0
"703";"CARE";"2019-09-20";"Septiembre";2019;19,5;3,5;2,4;100,6;100,1;"NO";0
"704";"CARE";"2019-09-23";"Septiembre";2019;19,3;3,5;2,4;100,6;100,1;"NO";0
"705";"CARE";"2019-09-24";"Septiembre";2019;19,2;3,5;2,4;100,6;100,1;"NO";0
"706";"CARE";"2019-09-25";"Septiembre";2019;19,5;3,5;2,4;100,6;100,1;"NO";0
"707";"CARE";"2019-09-26";"Septiembre";2019;19,4;3,5;2,4;100,6;100,1;"NO";0
"708";"CARE";"2019-09-27";"Septiembre";2019;19,3;3,5;2,4;100,6;100,1;"NO";0
"709";"CARE";"2019-09-30";"Septiembre";2019;18,9;3,5;2,4;100,6;100,1;"NO";0
"710";"CARE";"2019-10-01";"Octubre";2019;18,8;3,6;2,4;100,6;100,1;"NO";0
"711";"CARE";"2019-10-02";"Octubre";2019;19,1;3,6;2,4;100,6;100,1;"NO";0
"712";"CARE";"2019-10-03";"Octubre";2019;19;3,6;2,4;100,6;100,1;"NO";0
"713";"CARE";"2019-10-04";"Octubre";2019;18,9;3,6;2,4;100,6;100,1;"NO";0
"714";"CARE";"2019-10-07";"Octubre";2019;18,9;3,6;2,4;100,6;100,1;"NO";0
"715";"CARE";"2019-10-08";"Octubre";2019;19;3,6;2,4;100,6;100,1;"NO";0
"716";"CARE";"2019-10-09";"Octubre";2019;19,2;3,6;2,4;100,6;100,1;"NO";0
"717";"CARE";"2019-10-10";"Octubre";2019;19,4;3,6;2,4;100,6;100,1;"NO";0
"718";"CARE";"2019-10-11";"Octubre";2019;19,4;3,6;2,4;100,6;100,1;"NO";0
"719";"CARE";"2019-10-14";"Octubre";2019;19,4;3,6;2,4;100,6;100,1;"NO";0
"720";"CARE";"2019-10-15";"Octubre";2019;19,5;3,6;2,4;100,6;100,1;"NO";0
"721";"CARE";"2019-10-16";"Octubre";2019;19,5;3,6;2,4;100,6;100,1;"NO";0
"722";"CARE";"2019-10-17";"Octubre";2019;19,5;3,6;2,4;100,6;100,1;"NO";0
"723";"CARE";"2019-10-18";"Octubre";2019;19,5;3,6;2,4;100,6;100,1;"NO";0
"724";"CARE";"2019-10-21";"Octubre";2019;19,7;3,6;2,4;100,6;100,1;"NO";0
"725";"CARE";"2019-10-22";"Octubre";2019;19,7;3,6;2,4;100,6;100,1;"NO";0
"726";"CARE";"2019-10-23";"Octubre";2019;19,7;3,6;2,4;100,6;100,1;"NO";0
"727";"CARE";"2019-10-24";"Octubre";2019;19,7;3,6;2,4;100,6;100,1;"NO";0
"728";"CARE";"2019-10-25";"Octubre";2019;19,7;3,6;2,4;100,6;100,1;"NO";0
"729";"CARE";"2019-10-28";"Octubre";2019;19,7;3,6;2,4;100,6;100,1;"NO";0
"730";"CARE";"2019-10-29";"Octubre";2019;19,8;3,6;2,4;100,6;100,1;"NO";0
"731";"CARE";"2019-10-30";"Octubre";2019;19,6;3,6;2,4;100,6;100,1;"NO";0
"732";"CARE";"2019-10-31";"Octubre";2019;19,7;3,6;2,4;100,6;100,1;"NO";0
"733";"FORD";"2018-11-12";"Noviembre";2018;9,5;3,7;2,2;101,2;100,6;"SI";1
"734";"FORD";"2018-11-13";"Noviembre";2018;9,5;3,7;2,2;101,2;100,6;"SI";1
"735";"FORD";"2018-11-14";"Noviembre";2018;9,5;3,7;2,2;101,2;100,6;"SI";1
"736";"FORD";"2018-11-15";"Noviembre";2018;9,3;3,7;2,2;101,2;100,6;"SI";1
"737";"FORD";"2018-11-16";"Noviembre";2018;9,1;3,7;2,2;101,2;100,6;"SI";1
"738";"FORD";"2018-11-19";"Noviembre";2018;9,3;3,7;2,2;101,2;100,6;"SI";1
"739";"FORD";"2018-11-20";"Noviembre";2018;9,1;3,7;2,2;101,2;100,6;"SI";1
"740";"FORD";"2018-11-21";"Noviembre";2018;9,1;3,7;2,2;101,2;100,6;"SI";1
"741";"FORD";"2018-11-23";"Noviembre";2018;9,1;3,7;2,2;101,2;100,6;"SI";1
"742";"FORD";"2018-11-26";"Noviembre";2018;9,4;3,7;2,2;101,2;100,6;"SI";1
"743";"FORD";"2018-11-27";"Noviembre";2018;9,3;3,7;2,2;101,2;100,6;"SI";1
"744";"FORD";"2018-11-28";"Noviembre";2018;9,4;3,7;2,2;101,2;100,6;"SI";1
"745";"FORD";"2018-11-29";"Noviembre";2018;9,4;3,7;2,2;101,2;100,6;"SI";1
"746";"FORD";"2018-11-30";"Noviembre";2018;9,4;3,7;2,2;101,2;100,6;"SI";1
"747";"FORD";"2018-12-03";"Diciembre";2018;9,6;3,9;2,2;101,1;100,5;"NO";0
"748";"FORD";"2018-12-04";"Diciembre";2018;9,2;3,9;2,2;101,1;100,5;"NO";0
"749";"FORD";"2018-12-06";"Diciembre";2018;9;3,9;2,2;101,1;100,5;"NO";0
"750";"FORD";"2018-12-07";"Diciembre";2018;8,8;3,9;2,2;101,1;100,5;"NO";0
"751";"FORD";"2018-12-10";"Diciembre";2018;8,5;3,9;2,2;101,1;100,5;"NO";0
"752";"FORD";"2018-12-11";"Diciembre";2018;8,5;3,9;2,2;101,1;100,5;"NO";0
"753";"FORD";"2018-12-12";"Diciembre";2018;8,6;3,9;2,2;101,1;100,5;"NO";0
"754";"FORD";"2018-12-13";"Diciembre";2018;8,5;3,9;2,2;101,1;100,5;"NO";0
"755";"FORD";"2018-12-14";"Diciembre";2018;8,5;3,9;2,2;101,1;100,5;"NO";0
"756";"FORD";"2018-12-17";"Diciembre";2018;8,5;3,9;2,2;101,1;100,5;"NO";0
"757";"FORD";"2018-12-18";"Diciembre";2018;8,5;3,9;2,2;101,1;100,5;"NO";0
"758";"FORD";"2018-12-19";"Diciembre";2018;8,3;3,9;2,2;101,1;100,5;"NO";0
"759";"FORD";"2018-12-20";"Diciembre";2018;8,3;3,9;2,2;101,1;100,5;"NO";0
"760";"FORD";"2018-12-21";"Diciembre";2018;8,1;3,9;2,2;101,1;100,5;"NO";0
"761";"FORD";"2018-12-24";"Diciembre";2018;7,6;3,9;2,2;101,1;100,5;"NO";0
"762";"FORD";"2018-12-26";"Diciembre";2018;7,9;3,9;2,2;101,1;100,5;"NO";0
"763";"FORD";"2018-12-27";"Diciembre";2018;7,9;3,9;2,2;101,1;100,5;"NO";0
"764";"FORD";"2018-12-28";"Diciembre";2018;7,8;3,9;2,2;101,1;100,5;"NO";0
"765";"FORD";"2018-12-31";"Diciembre";2018;7,7;3,9;2,2;101,1;100,5;"NO";0
"766";"FORD";"2019-01-02";"Enero";2019;7,9;4;2,2;100,9;100,4;"NO";0
"767";"FORD";"2019-01-03";"Enero";2019;7,8;4;2,2;100,9;100,4;"NO";0
"768";"FORD";"2019-01-04";"Enero";2019;8,1;4;2,2;100,9;100,4;"NO";0
"769";"FORD";"2019-01-07";"Enero";2019;8,3;4;2,2;100,9;100,4;"NO";0
"770";"FORD";"2019-01-08";"Enero";2019;8,4;4;2,2;100,9;100,4;"NO";0
"771";"FORD";"2019-01-09";"Enero";2019;8,7;4;2,2;100,9;100,4;"NO";0
"772";"FORD";"2019-01-10";"Enero";2019;8,7;4;2,2;100,9;100,4;"NO";0
"773";"FORD";"2019-01-11";"Enero";2019;8,8;4;2,2;100,9;100,4;"NO";0
"774";"FORD";"2019-01-14";"Enero";2019;9;4;2,2;100,9;100,4;"NO";0
"775";"FORD";"2019-01-15";"Enero";2019;8,8;4;2,2;100,9;100,4;"NO";0
"776";"FORD";"2019-01-16";"Enero";2019;8,3;4;2,2;100,9;100,4;"NO";0
"777";"FORD";"2019-01-17";"Enero";2019;8,4;4;2,2;100,9;100,4;"NO";0
"778";"FORD";"2019-01-18";"Enero";2019;8,6;4;2,2;100,9;100,4;"NO";0
"779";"FORD";"2019-01-22";"Enero";2019;8,5;4;2,2;100,9;100,4;"NO";0
"780";"FORD";"2019-01-23";"Enero";2019;8,3;4;2,2;100,9;100,4;"NO";0
"781";"FORD";"2019-01-24";"Enero";2019;8,6;4;2,2;100,9;100,4;"NO";0
"782";"FORD";"2019-01-25";"Enero";2019;8,9;4;2,2;100,9;100,4;"NO";0
"783";"FORD";"2019-01-28";"Enero";2019;8,7;4;2,2;100,9;100,4;"NO";0
"784";"FORD";"2019-01-29";"Enero";2019;8,8;4;2,2;100,9;100,4;"NO";0
"785";"FORD";"2019-01-30";"Enero";2019;8,7;4;2,2;100,9;100,4;"NO";0
"786";"FORD";"2019-01-31";"Enero";2019;8,8;4;2,2;100,9;100,4;"NO";0
"787";"FORD";"2019-02-01";"Febrero";2019;8,7;3,8;2,1;100,9;100,5;"NO";0
"788";"FORD";"2019-02-04";"Febrero";2019;8,7;3,8;2,1;100,9;100,5;"NO";0
"789";"FORD";"2019-02-05";"Febrero";2019;8,8;3,8;2,1;100,9;100,5;"NO";0
"790";"FORD";"2019-02-06";"Febrero";2019;8,7;3,8;2,1;100,9;100,5;"NO";0
"791";"FORD";"2019-02-07";"Febrero";2019;8,3;3,8;2,1;100,9;100,5;"NO";0
"792";"FORD";"2019-02-08";"Febrero";2019;8,4;3,8;2,1;100,9;100,5;"NO";0
"793";"FORD";"2019-02-11";"Febrero";2019;8,3;3,8;2,1;100,9;100,5;"NO";0
"794";"FORD";"2019-02-12";"Febrero";2019;8,5;3,8;2,1;100,9;100,5;"NO";0
"795";"FORD";"2019-02-13";"Febrero";2019;8,4;3,8;2,1;100,9;100,5;"NO";0
"796";"FORD";"2019-02-14";"Febrero";2019;8,4;3,8;2,1;100,9;100,5;"NO";0
"797";"FORD";"2019-02-15";"Febrero";2019;8,5;3,8;2,1;100,9;100,5;"NO";0
"798";"FORD";"2019-02-19";"Febrero";2019;8,8;3,8;2,1;100,9;100,5;"NO";0
"799";"FORD";"2019-02-20";"Febrero";2019;8,9;3,8;2,1;100,9;100,5;"NO";0
"800";"FORD";"2019-02-21";"Febrero";2019;8,7;3,8;2,1;100,9;100,5;"NO";0
"801";"FORD";"2019-02-22";"Febrero";2019;8,7;3,8;2,1;100,9;100,5;"NO";0
"802";"FORD";"2019-02-25";"Febrero";2019;8,8;3,8;2,1;100,9;100,5;"NO";0
"803";"FORD";"2019-02-26";"Febrero";2019;8,9;3,8;2,1;100,9;100,5;"NO";0
"804";"FORD";"2019-02-27";"Febrero";2019;8,8;3,8;2,1;100,9;100,5;"NO";0
"805";"FORD";"2019-02-28";"Febrero";2019;8,8;3,8;2,1;100,9;100,5;"NO";0
"806";"FORD";"2019-03-01";"Marzo";2019;8,8;3,8;2;101,1;100,5;"NO";0
"807";"FORD";"2019-03-04";"Marzo";2019;8,8;3,8;2;101,1;100,5;"NO";0
"808";"FORD";"2019-03-05";"Marzo";2019;8,8;3,8;2;101,1;100,5;"NO";0
"809";"FORD";"2019-03-06";"Marzo";2019;8,6;3,8;2;101,1;100,5;"NO";0
"810";"FORD";"2019-03-07";"Marzo";2019;8,5;3,8;2;101,1;100,5;"NO";0
"811";"FORD";"2019-03-08";"Marzo";2019;8,4;3,8;2;101,1;100,5;"NO";0
"812";"FORD";"2019-03-11";"Marzo";2019;8,6;3,8;2;101,1;100,5;"NO";0
"813";"FORD";"2019-03-12";"Marzo";2019;8,6;3,8;2;101,1;100,5;"NO";0
"814";"FORD";"2019-03-13";"Marzo";2019;8,5;3,8;2;101,1;100,5;"NO";0
"815";"FORD";"2019-03-14";"Marzo";2019;8,4;3,8;2;101,1;100,5;"NO";0
"816";"FORD";"2019-03-15";"Marzo";2019;8,4;3,8;2;101,1;100,5;"NO";0
"817";"FORD";"2019-03-18";"Marzo";2019;8,6;3,8;2;101,1;100,5;"NO";0
"818";"FORD";"2019-03-19";"Marzo";2019;8,7;3,8;2;101,1;100,5;"NO";0
"819";"FORD";"2019-03-20";"Marzo";2019;8,5;3,8;2;101,1;100,5;"NO";0
"820";"FORD";"2019-03-21";"Marzo";2019;8,7;3,8;2;101,1;100,5;"NO";0
"821";"FORD";"2019-03-22";"Marzo";2019;8,5;3,8;2;101,1;100,5;"NO";0
"822";"FORD";"2019-03-25";"Marzo";2019;8,5;3,8;2;101,1;100,5;"NO";0
"823";"FORD";"2019-03-26";"Marzo";2019;8,8;3,8;2;101,1;100,5;"NO";0
"824";"FORD";"2019-03-27";"Marzo";2019;8,6;3,8;2;101,1;100,5;"NO";0
"825";"FORD";"2019-03-28";"Marzo";2019;8,8;3,8;2;101,1;100,5;"NO";0
"826";"FORD";"2019-03-29";"Marzo";2019;8,8;3,8;2;101,1;100,5;"NO";0
"827";"FORD";"2019-04-01";"Abril";2019;9;3,6;2,1;101,3;100,6;"NO";0
"828";"FORD";"2019-04-02";"Abril";2019;9;3,6;2,1;101,3;100,6;"NO";0
"829";"FORD";"2019-04-03";"Abril";2019;9,1;3,6;2,1;101,3;100,6;"NO";0
"830";"FORD";"2019-04-04";"Abril";2019;9,2;3,6;2,1;101,3;100,6;"NO";0
"831";"FORD";"2019-04-05";"Abril";2019;9,3;3,6;2,1;101,3;100,6;"NO";0
"832";"FORD";"2019-04-08";"Abril";2019;9,3;3,6;2,1;101,3;100,6;"NO";0
"833";"FORD";"2019-04-09";"Abril";2019;9,2;3,6;2,1;101,3;100,6;"NO";0
"834";"FORD";"2019-04-10";"Abril";2019;9,3;3,6;2,1;101,3;100,6;"NO";0
"835";"FORD";"2019-04-11";"Abril";2019;9,4;3,6;2,1;101,3;100,6;"NO";0
"836";"FORD";"2019-04-12";"Abril";2019;9,5;3,6;2,1;101,3;100,6;"NO";0
"837";"FORD";"2019-04-15";"Abril";2019;9,3;3,6;2,1;101,3;100,6;"NO";0
"838";"FORD";"2019-04-16";"Abril";2019;9,4;3,6;2,1;101,3;100,6;"NO";0
"839";"FORD";"2019-04-17";"Abril";2019;9,5;3,6;2,1;101,3;100,6;"NO";0
"840";"FORD";"2019-04-18";"Abril";2019;9,6;3,6;2,1;101,3;100,6;"NO";0
"841";"FORD";"2019-04-22";"Abril";2019;9,5;3,6;2,1;101,3;100,6;"NO";0
"842";"FORD";"2019-04-23";"Abril";2019;9,5;3,6;2,1;101,3;100,6;"NO";0
"843";"FORD";"2019-04-24";"Abril";2019;9,6;3,6;2,1;101,3;100,6;"NO";0
"844";"FORD";"2019-04-25";"Abril";2019;9,4;3,6;2,1;101,3;100,6;"NO";0
"845";"FORD";"2019-04-26";"Abril";2019;10,4;3,6;2,1;101,3;100,6;"NO";0
"846";"FORD";"2019-04-29";"Abril";2019;10,3;3,6;2,1;101,3;100,6;"NO";0
"847";"FORD";"2019-04-30";"Abril";2019;10,5;3,6;2,1;101,3;100,6;"NO";0
"848";"FORD";"2019-05-01";"Mayo";2019;10,3;3,6;2;101,4;100,5;"NO";0
"849";"FORD";"2019-05-02";"Mayo";2019;10,3;3,6;2;101,4;100,5;"NO";0
"850";"FORD";"2019-05-03";"Mayo";2019;10,4;3,6;2;101,4;100,5;"NO";0
"851";"FORD";"2019-05-06";"Mayo";2019;10,4;3,6;2;101,4;100,5;"NO";0
"852";"FORD";"2019-05-07";"Mayo";2019;10,4;3,6;2;101,4;100,5;"NO";0
"853";"FORD";"2019-05-08";"Mayo";2019;10,3;3,6;2;101,4;100,5;"NO";0
"854";"FORD";"2019-05-09";"Mayo";2019;10,2;3,6;2;101,4;100,5;"NO";0
"855";"FORD";"2019-05-10";"Mayo";2019;10,4;3,6;2;101,4;100,5;"NO";0
"856";"FORD";"2019-05-13";"Mayo";2019;10,1;3,6;2;101,4;100,5;"NO";0
"857";"FORD";"2019-05-14";"Mayo";2019;10,2;3,6;2;101,4;100,5;"NO";0
"858";"FORD";"2019-05-15";"Mayo";2019;10,4;3,6;2;101,4;100,5;"NO";0
"859";"FORD";"2019-05-16";"Mayo";2019;10,4;3,6;2;101,4;100,5;"NO";0
"860";"FORD";"2019-05-17";"Mayo";2019;10,3;3,6;2;101,4;100,5;"NO";0
"861";"FORD";"2019-05-20";"Mayo";2019;10,3;3,6;2;101,4;100,5;"NO";0
"862";"FORD";"2019-05-21";"Mayo";2019;10,2;3,6;2;101,4;100,5;"NO";0
"863";"FORD";"2019-05-22";"Mayo";2019;10;3,6;2;101,4;100,5;"NO";0
"864";"FORD";"2019-05-23";"Mayo";2019;9,9;3,6;2;101,4;100,5;"NO";0
"865";"FORD";"2019-05-24";"Mayo";2019;9,8;3,6;2;101,4;100,5;"NO";0
"866";"FORD";"2019-05-28";"Mayo";2019;9,8;3,6;2;101,4;100,5;"NO";0
"867";"FORD";"2019-05-29";"Mayo";2019;9,7;3,6;2;101,4;100,5;"NO";0
"868";"FORD";"2019-05-30";"Mayo";2019;9,7;3,6;2;101,4;100,5;"NO";0
"869";"FORD";"2019-05-31";"Mayo";2019;9,5;3,6;2;101,4;100,5;"NO";0
"870";"FORD";"2019-06-03";"Junio";2019;9,6;3,7;2,1;101,3;100,5;"NO";0
"871";"FORD";"2019-06-04";"Junio";2019;9,9;3,7;2,1;101,3;100,5;"NO";0
"872";"FORD";"2019-06-05";"Junio";2019;9,8;3,7;2,1;101,3;100,5;"NO";0
"873";"FORD";"2019-06-06";"Junio";2019;9,8;3,7;2,1;101,3;100,5;"NO";0
"874";"FORD";"2019-06-07";"Junio";2019;9,8;3,7;2,1;101,3;100,5;"NO";0
"875";"FORD";"2019-06-10";"Junio";2019;9,8;3,7;2,1;101,3;100,5;"NO";0
"876";"FORD";"2019-06-11";"Junio";2019;9,9;3,7;2,1;101,3;100,5;"NO";0
"877";"FORD";"2019-06-12";"Junio";2019;9,9;3,7;2,1;101,3;100,5;"NO";0
"878";"FORD";"2019-06-13";"Junio";2019;10,1;3,7;2,1;101,3;100,5;"NO";0
"879";"FORD";"2019-06-14";"Junio";2019;10;3,7;2,1;101,3;100,5;"NO";0
"880";"FORD";"2019-06-17";"Junio";2019;10,1;3,7;2,1;101,3;100,5;"NO";0
"881";"FORD";"2019-06-18";"Junio";2019;10,1;3,7;2,1;101,3;100,5;"NO";0
"882";"FORD";"2019-06-19";"Junio";2019;10;3,7;2,1;101,3;100,5;"NO";0
"883";"FORD";"2019-06-20";"Junio";2019;10;3,7;2,1;101,3;100,5;"NO";0
"884";"FORD";"2019-06-21";"Junio";2019;10;3,7;2,1;101,3;100,5;"NO";0
"885";"FORD";"2019-06-24";"Junio";2019;10;3,7;2,1;101,3;100,5;"NO";0
"886";"FORD";"2019-06-25";"Junio";2019;9,8;3,7;2,1;101,3;100,5;"NO";0
"887";"FORD";"2019-06-26";"Junio";2019;9,9;3,7;2,1;101,3;100,5;"NO";0
"888";"FORD";"2019-06-27";"Junio";2019;10,2;3,7;2,1;101,3;100,5;"NO";0
"889";"FORD";"2019-06-28";"Junio";2019;10,2;3,7;2,1;101,3;100,5;"NO";0
"890";"FORD";"2019-07-01";"Julio";2019;10,2;3,7;2,2;101,1;100,3;"NO";0
"891";"FORD";"2019-07-02";"Julio";2019;10,1;3,7;2,2;101,1;100,3;"NO";0
"892";"FORD";"2019-07-03";"Julio";2019;10,2;3,7;2,2;101,1;100,3;"NO";0
"893";"FORD";"2019-07-05";"Julio";2019;10,2;3,7;2,2;101,1;100,3;"NO";0
"894";"FORD";"2019-07-08";"Julio";2019;10,2;3,7;2,2;101,1;100,3;"NO";0
"895";"FORD";"2019-07-09";"Julio";2019;10,1;3,7;2,2;101,1;100,3;"NO";0
"896";"FORD";"2019-07-10";"Julio";2019;10,1;3,7;2,2;101,1;100,3;"NO";0
"897";"FORD";"2019-07-11";"Julio";2019;10,2;3,7;2,2;101,1;100,3;"NO";0
"898";"FORD";"2019-07-12";"Julio";2019;10,5;3,7;2,2;101,1;100,3;"NO";0
"899";"FORD";"2019-07-15";"Julio";2019;10,4;3,7;2,2;101,1;100,3;"NO";0
"900";"FORD";"2019-07-16";"Julio";2019;10,5;3,7;2,2;101,1;100,3;"NO";0
"901";"FORD";"2019-07-17";"Julio";2019;10,3;3,7;2,2;101,1;100,3;"NO";0
"902";"FORD";"2019-07-18";"Julio";2019;10,3;3,7;2,2;101,1;100,3;"NO";0
"903";"FORD";"2019-07-19";"Julio";2019;10,2;3,7;2,2;101,1;100,3;"NO";0
"904";"FORD";"2019-07-22";"Julio";2019;10;3,7;2,2;101,1;100,3;"NO";0
"905";"FORD";"2019-07-23";"Julio";2019;10,2;3,7;2,2;101,1;100,3;"NO";0
"906";"FORD";"2019-07-24";"Julio";2019;10,3;3,7;2,2;101,1;100,3;"NO";0
"907";"FORD";"2019-07-25";"Julio";2019;9,6;3,7;2,2;101,1;100,3;"NO";0
"908";"FORD";"2019-07-26";"Julio";2019;9,6;3,7;2,2;101,1;100,3;"NO";0
"909";"FORD";"2019-07-29";"Julio";2019;9,6;3,7;2,2;101,1;100,3;"NO";0
"910";"FORD";"2019-07-30";"Julio";2019;9,6;3,7;2,2;101,1;100,3;"NO";0
"911";"FORD";"2019-07-31";"Julio";2019;9,5;3,7;2,2;101,1;100,3;"NO";0
"912";"FORD";"2019-08-01";"Agosto";2019;9,3;3,7;2,4;100,8;100,2;"NO";0
"913";"FORD";"2019-08-02";"Agosto";2019;9,3;3,7;2,4;100,8;100,2;"NO";0
"914";"FORD";"2019-08-05";"Agosto";2019;9,2;3,7;2,4;100,8;100,2;"NO";0
"915";"FORD";"2019-08-06";"Agosto";2019;9,5;3,7;2,4;100,8;100,2;"NO";0
"916";"FORD";"2019-08-07";"Agosto";2019;9,5;3,7;2,4;100,8;100,2;"NO";0
"917";"FORD";"2019-08-08";"Agosto";2019;9,6;3,7;2,4;100,8;100,2;"NO";0
"918";"FORD";"2019-08-09";"Agosto";2019;9,5;3,7;2,4;100,8;100,2;"NO";0
"919";"FORD";"2019-08-12";"Agosto";2019;9,3;3,7;2,4;100,8;100,2;"NO";0
"920";"FORD";"2019-08-13";"Agosto";2019;9,3;3,7;2,4;100,8;100,2;"NO";0
"921";"FORD";"2019-08-14";"Agosto";2019;9;3,7;2,4;100,8;100,2;"NO";0
"922";"FORD";"2019-08-15";"Agosto";2019;8,9;3,7;2,4;100,8;100,2;"NO";0
"923";"FORD";"2019-08-16";"Agosto";2019;9;3,7;2,4;100,8;100,2;"NO";0
"924";"FORD";"2019-08-19";"Agosto";2019;9;3,7;2,4;100,8;100,2;"NO";0
"925";"FORD";"2019-08-20";"Agosto";2019;9;3,7;2,4;100,8;100,2;"NO";0
"926";"FORD";"2019-08-21";"Agosto";2019;9;3,7;2,4;100,8;100,2;"NO";0
"927";"FORD";"2019-08-22";"Agosto";2019;9;3,7;2,4;100,8;100,2;"NO";0
"928";"FORD";"2019-08-23";"Agosto";2019;8,8;3,7;2,4;100,8;100,2;"NO";0
"929";"FORD";"2019-08-26";"Agosto";2019;8,8;3,7;2,4;100,8;100,2;"NO";0
"930";"FORD";"2019-08-27";"Agosto";2019;8,8;3,7;2,4;100,8;100,2;"NO";0
"931";"FORD";"2019-08-28";"Agosto";2019;9;3,7;2,4;100,8;100,2;"NO";0
"932";"FORD";"2019-08-29";"Agosto";2019;9,1;3,7;2,4;100,8;100,2;"NO";0
"933";"FORD";"2019-08-30";"Agosto";2019;9,2;3,7;2,4;100,8;100,2;"NO";0
"934";"FORD";"2019-09-03";"Septiembre";2019;9,1;3,5;2,4;100,6;100,1;"NO";0
"935";"FORD";"2019-09-04";"Septiembre";2019;9,2;3,5;2,4;100,6;100,1;"NO";0
"936";"FORD";"2019-09-05";"Septiembre";2019;9,3;3,5;2,4;100,6;100,1;"NO";0
"937";"FORD";"2019-09-06";"Septiembre";2019;9,3;3,5;2,4;100,6;100,1;"NO";0
"938";"FORD";"2019-09-09";"Septiembre";2019;9,5;3,5;2,4;100,6;100,1;"NO";0
"939";"FORD";"2019-09-10";"Septiembre";2019;9,4;3,5;2,4;100,6;100,1;"NO";0
"940";"FORD";"2019-09-11";"Septiembre";2019;9,4;3,5;2,4;100,6;100,1;"NO";0
"941";"FORD";"2019-09-12";"Septiembre";2019;9,4;3,5;2,4;100,6;100,1;"NO";0
"942";"FORD";"2019-09-13";"Septiembre";2019;9,5;3,5;2,4;100,6;100,1;"NO";0
"943";"FORD";"2019-09-16";"Septiembre";2019;9,3;3,5;2,4;100,6;100,1;"NO";0
"944";"FORD";"2019-09-17";"Septiembre";2019;9,3;3,5;2,4;100,6;100,1;"NO";0
"945";"FORD";"2019-09-18";"Septiembre";2019;9,3;3,5;2,4;100,6;100,1;"NO";0
"946";"FORD";"2019-09-19";"Septiembre";2019;9,1;3,5;2,4;100,6;100,1;"NO";0
"947";"FORD";"2019-09-20";"Septiembre";2019;9,2;3,5;2,4;100,6;100,1;"NO";0
"948";"FORD";"2019-09-23";"Septiembre";2019;9,2;3,5;2,4;100,6;100,1;"NO";0
"949";"FORD";"2019-09-24";"Septiembre";2019;9,1;3,5;2,4;100,6;100,1;"NO";0
"950";"FORD";"2019-09-25";"Septiembre";2019;9,2;3,5;2,4;100,6;100,1;"NO";0
"951";"FORD";"2019-09-26";"Septiembre";2019;9,1;3,5;2,4;100,6;100,1;"NO";0
"952";"FORD";"2019-09-27";"Septiembre";2019;9,1;3,5;2,4;100,6;100,1;"NO";0
"953";"FORD";"2019-09-30";"Septiembre";2019;9,2;3,5;2,4;100,6;100,1;"NO";0
"954";"FORD";"2019-10-01";"Octubre";2019;8,9;3,6;2,4;100,6;100,1;"NO";0
"955";"FORD";"2019-10-02";"Octubre";2019;8,6;3,6;2,4;100,6;100,1;"NO";0
"956";"FORD";"2019-10-03";"Octubre";2019;8,7;3,6;2,4;100,6;100,1;"NO";0
"957";"FORD";"2019-10-04";"Octubre";2019;8,7;3,6;2,4;100,6;100,1;"NO";0
"958";"FORD";"2019-10-07";"Octubre";2019;8,7;3,6;2,4;100,6;100,1;"NO";0
